iter	Passed	Remaining
398	323077	486640
399	323871	485807
400	324677	484992
401	325490	484187
402	326295	483370
403	327118	482581
404	327950	481804
405	328796	481046
406	329599	480226
407	330404	479410
408	331212	478597
409	332021	477786
410	332822	476965
411	333632	476155
412	334439	475341
413	335233	474509
414	336050	473709
415	336862	472903
416	337665	472083
417	338476	471275
418	339269	470443
419	340074	469626
420	340886	468820
421	341689	468001
422	342490	467179
423	343302	466372
424	344110	465561
425	344907	464734
426	345710	463915
427	346503	463084
428	347308	462268
429	348120	461461
430	348936	460661
431	349740	459843
432	350529	459007
433	351344	458205
434	352153	457394
435	352962	456584
436	353765	455766
437	354567	454947
438	355372	454131
439	356180	453320
440	356979	452498
441	357777	451674
442	358591	450869
443	359398	450057
444	360201	449239
445	361004	448422
446	361809	447608
447	362608	446785
448	363471	446041
449	364284	445236
450	365111	444447
451	365921	443639
452	366729	442827
453	367525	442002
454	368326	441182
455	369140	440377
456	369930	439544
457	370741	438737
458	371546	437922
459	372356	437114
460	373152	436288
461	373953	435470
462	374754	434650
463	375562	433839
464	376362	433019
465	377154	432189
466	377962	431379
467	378773	430571
468	379580	429760
469	380381	428940
470	381190	428130
471	381989	427310
472	382791	426492
473	383597	425680
474	384396	424858
475	385203	424047
476	386011	423236
477	386810	422416
478	387601	421587
479	388405	420773
480	389216	419965
481	390038	419169
482	390844	418357
483	391642	417535
484	392448	416723
485	393253	415910
486	394058	415096
487	394899	414321
488	395697	413500
489	396516	412700
490	397320	411886
491	398142	411090
492	398940	410269
493	399743	409453
494	400555	408647
495	401354	407827
496	402159	407014
497	402955	406192
498	403776	405394
499	404581	404581
500	405390	403772
501	406199	402963
502	407004	402150
503	407806	401333
504	408616	400525
505	409419	399709
506	410218	398890
507	411041	398095
508	411856	397291
509	412659	396476
510	413456	395656
511	414254	394835
512	415051	394015
513	415854	393200
514	416681	392409
515	417481	391591
516	418286	390777
517	419134	390005
518	419951	389203
519	420761	388395
520	421576	387591
521	422380	386777
522	423248	386022
523	424047	385203
524	424839	384378
525	425642	383563
526	426456	382758
527	427274	381957
528	428087	381152
529	428876	380324
530	429683	379513
531	430489	378701
532	431295	377888
533	432091	377068
534	432920	376277
535	433735	375472
536	434537	374656
537	435334	373837
538	436129	373016
539	436946	372213
540	437763	371411
541	438562	370593
542	439362	369776
543	440169	368965
544	441031	368200
545	441896	367437
546	442698	366622
547	443496	365803
548	444298	364988
549	445100	364172
550	445907	363361
551	446718	362554
552	447527	361744
553	448335	360934
554	449146	360126
555	449958	359319
556	450767	358509
557	451564	357690
558	452376	356884
559	453194	356081
560	454003	355271
561	454791	354446
562	455599	353636
563	456410	352827
564	457243	352037
565	458052	351227
566	458849	350408
567	459660	349601
568	460468	348790
569	461278	347981
570	462086	347171
571	462879	346350
572	463695	345546
573	464506	344738
574	465311	343925
575	466113	343111
576	466921	342301
577	467722	341486
578	468526	340673
579	469323	339854
580	470140	339051
581	470941	338236
582	471748	337425
583	472553	336613
584	473353	335797
585	474157	334984
586	474958	334170
587	475804	333386
588	476614	332578
589	477406	331757
590	478235	330961
591	479047	330154
592	479853	329342
593	480642	328519
594	481453	327711
595	482283	326916
596	483092	326107
597	483898	325296
598	484697	324480
599	485516	323677
600	486341	322879
601	487164	322078
602	487966	321264
603	488789	320464
604	489593	319651
605	490399	318840
606	491213	318034
607	492001	317211
608	492802	316396
609	493604	315583
610	494410	314771
611	495206	313954
612	496020	313148
613	496887	312375
614	497687	311560
615	498481	310741
616	499293	309934
617	500099	309123
618	500904	308311
619	501707	307498
620	502503	306681
621	503324	305878
622	504124	305063
623	504940	304258
624	505746	303447
625	506547	302633
626	507352	301822
627	508160	301012
628	508962	300199
629	509785	299397
630	510591	298586
631	511393	297773
632	512200	296962
633	512991	296143
634	513810	295339
635	514672	294561
636	515478	293749
637	516307	292952
638	517106	292136
639	517921	291330
640	518720	290515
641	519546	289716
642	520341	288898
643	521141	288084
644	521996	287300
645	522796	286485
646	523604	285675
647	524403	284861
648	525214	284052
649	526028	283246
650	526841	282438
651	527646	281627
652	528452	280816
653	529297	280026
654	530101	279213
655	530913	278405
656	531709	277589
657	532522	276782
658	533326	275969
659	534151	275168
660	534959	274358
661	535762	273546
662	536571	272736
663	537380	271927
664	538181	271113
665	538981	270300
666	539787	269488
667	540586	268674
668	541441	267888
669	542246	267076
670	543049	266264
671	543865	265457
672	544680	264651
673	545496	263845
674	546306	263036
675	547209	262272
676	548007	261457
677	548813	260645
678	549616	259833
679	550415	259019
680	551223	258209
681	552031	257398
682	552843	256590
683	553640	255775
684	554450	254966
685	555256	254155
686	556079	253352
687	556889	252542
688	557694	251731
689	558503	250921
690	559334	250121
691	560142	249311
692	560941	248497
693	561757	247691
694	562569	246882
695	563384	246076
696	564197	245267
697	565011	244460
698	565810	243646
699	566625	242839
700	567470	242045
701	568289	241239
702	569098	240429
703	569903	239618
704	570717	238810
705	571521	237999
706	572322	237186
707	573140	236379
708	573959	235574
709	574775	234767
710	575568	233951
711	576379	233142
712	577227	232348
713	578034	231537
714	578861	230734
715	579657	229920
716	580459	229107
717	581267	228297
718	582093	227494
719	582884	226677
720	583690	225866
721	584494	225054
722	585300	224243
723	586111	223434
724	586920	222625
725	587725	221813
726	588530	221002
727	589347	220195
728	590144	219381
729	590958	218573
730	591838	217790
731	592644	216979
732	593451	216168
733	594262	215359
734	595064	214547
735	595872	213736
736	596668	212922
737	597482	212114
738	598294	211305
739	599106	210496
740	599907	209684
741	600704	208870
742	601522	208063
743	602328	207252
744	603150	206447
745	603939	205630
746	604746	204820
747	605563	204013
748	606378	203205
749	607191	202397
750	608000	201587
751	608807	200776
752	609634	199972
753	610459	199168
754	611257	198355
755	612092	197553
756	612940	196756
757	613751	195947
758	614560	195137
759	615367	194326
760	616174	193516
761	616992	192708
762	617797	191897
763	618591	191083
764	619397	190272
765	620204	189462
766	621011	188651
767	621817	187840
768	622616	187027
769	623502	186240
770	624306	185429
771	625114	184619
772	625908	183805
773	626722	182996
774	627534	182187
775	628354	181380
776	629157	180568
777	629968	179759
778	630773	178948
779	631588	178140
780	632401	177331
781	633212	176522
782	634019	175711
783	634865	174911
784	635675	174102
785	636479	173290
786	637311	172487
787	638132	171680
788	638941	170870
789	639746	170059
790	640553	169248
791	641349	168435
792	642142	167620
793	642947	166810
794	643760	166001
795	644584	165194
796	645387	164383
797	646197	163573
798	647000	162762
799	647824	161956
800	648646	161149
801	649504	160351
802	650318	159542
803	651118	158730
804	652003	157938
805	652816	157129
806	653630	156320
807	654439	155510
808	655234	154696
809	656041	153886
810	656846	153075
811	657655	152265
812	658453	151452
813	659269	150643
814	660071	149832
815	660881	149022
816	661689	148211
817	662497	147401
818	663324	146595
819	664135	145785
820	664935	144973
821	665731	144160
822	666546	143351
823	667360	142542
824	668180	141735
825	668973	140921
826	669789	140113
827	670601	139303
828	671416	138494
829	672223	137684
830	673044	136876
831	673866	136069
832	674675	135258
833	675482	134448
834	676299	133640
835	677110	132830
836	677929	132022
837	678759	131216
838	679556	130403
839	680362	129592
840	681171	128782
841	681986	127973
842	682790	127162
843	683588	126350
844	684400	125540
845	685218	124732
846	686028	123922
847	686817	123108
848	687667	122305
849	688474	121495
850	689300	120688
851	690088	119874
852	690992	119080
853	691795	118269
854	692613	117460
855	693430	116651
856	694243	115842
857	695049	115031
858	695865	114222
859	696677	113412
860	697468	112599
861	698276	111789
862	699086	110978
863	699891	110168
864	700691	109356
865	701501	108546
866	702310	107736
867	703119	106926
868	703933	106116
869	704747	105307
870	705553	104496
871	706370	103687
872	707178	102877
873	707969	102064
874	708784	101254
875	709590	100444
876	710400	99634
877	711201	98823
878	712023	98014
879	712826	97203
880	713639	96393
881	714451	95584
882	715287	94777
883	716100	93967
884	716914	93158
885	717719	92347
886	718524	91536
887	719336	90727
888	720186	89922
889	721030	89116
890	721829	88304
891	722646	87495
892	723468	86686
893	724301	85879
894	725097	85067
895	725902	84256
896	726724	83447
897	727536	82637
898	728341	81827
899	729130	81014
900	729953	80205
901	730771	79396
902	731574	78585
903	732371	77773
904	733184	76964
905	733991	76153
906	734806	75343
907	735603	74532
908	736412	73722
909	737216	72911
910	738021	72100
911	738831	71290
912	739634	70479
913	740462	69671
914	741448	68877
915	742348	68075
916	743172	67266
917	743968	66454
918	744788	65645
919	745602	64835
920	746401	64023
921	747198	63212
922	748021	62402
923	748842	61593
924	749684	60785
925	750580	59981
926	751369	59169
927	752193	58359
928	753018	57550
929	753867	56742
930	754720	55935
931	755541	55125
932	756362	54315
933	757215	53507
934	758039	52697
935	758831	51885
936	759643	51075
937	760454	50264
938	761281	49454
939	762073	48642
940	762883	47832
941	763699	47021
942	764517	46211
943	765310	45399
944	766117	44588
945	766944	43779
946	767776	42969
947	768585	42158
948	769386	41347
949	770209	40537
950	771023	39726
951	771844	38916
952	772641	38105
953	773468	37295
954	774279	36484
955	775105	35674
956	775899	34862
957	776718	34052
958	777605	33244
959	778407	32433
960	779226	31623
961	780047	30812
962	780853	30001
963	781665	29190
964	782470	28379
965	783283	27568
966	784100	26758
967	784911	25947
968	785708	25136
969	786518	24325
970	787380	23516
971	788189	22705
972	789008	21894
973	789803	21083
974	790619	20272
975	791427	19461
976	792233	18650
977	793027	17839
978	793841	17028
979	794665	16217
980	795482	15406
981	796308	14596
982	797111	13785
983	797919	12974
984	798735	12163
985	799539	11352
986	800347	10541
987	801168	9730
988	802035	8920
989	802842	8109
990	803639	7298
991	804452	6487
992	805264	5676
993	806078	4865
994	806874	4054
995	807687	3243
996	808517	2432
997	809332	1621
998	810142	810
999	810942	0
