iter	TotalF1	MultiClass
450	0.9830493676	0.09438783233
451	0.9830093824	0.09411339194
452	0.9831409712	0.0940512157
453	0.9831903487	0.09403306066
454	0.9831903487	0.0939868361
455	0.9833083895	0.09377625719
456	0.9833519014	0.0936466133
457	0.9838477895	0.09347687676
458	0.9838477895	0.09341903293
459	0.9837409459	0.09335146482
460	0.9837409459	0.09327474773
461	0.9837409459	0.09304859308
462	0.9838725477	0.0928614475
463	0.9840054827	0.0927724602
464	0.9840054827	0.09262629318
465	0.9840054827	0.09254603436
466	0.9840054827	0.09247016247
467	0.9844917535	0.09235170956
468	0.9844917535	0.09216626035
469	0.9844669857	0.09198536254
470	0.9847053986	0.09168987844
471	0.9846865557	0.09145851682
472	0.9847360907	0.09140927839
473	0.9846293238	0.09128557713
474	0.9847856254	0.09122093009
475	0.9847856254	0.09102178819
476	0.9847856254	0.09092779051
477	0.9845624229	0.09083584017
478	0.9846306944	0.0907815639
479	0.9846306944	0.09064269653
480	0.9845487006	0.09045046715
481	0.9845487006	0.0903147555
482	0.9845239334	0.09027827099
483	0.9845239334	0.09019089659
484	0.984592205	0.09009985608
485	0.9847485007	0.08996847658
486	0.9847485007	0.08979406476
487	0.9850641943	0.08951286046
488	0.9852874026	0.08941272224
489	0.9855106041	0.08926539737
490	0.9855106041	0.08923115854
491	0.985428421	0.08888350044
492	0.9853849308	0.08867000606
493	0.9853849308	0.08857430683
494	0.9853849308	0.0885286925
495	0.9853849308	0.08848753982
496	0.9854097129	0.08836662466
497	0.9855412484	0.08829502692
498	0.9855412484	0.08814474499
499	0.9854779857	0.08805745595
500	0.9854779857	0.08799117317
501	0.9853464456	0.08786892763
502	0.9853464456	0.0877681698
503	0.9853216633	0.08772337729
504	0.9851901186	0.08765303085
505	0.9853463206	0.08758682454
506	0.9852395559	0.08734617312
507	0.9854130166	0.08698276401
508	0.9852021303	0.08662171869
509	0.9852953801	0.08598600718
510	0.9852953801	0.08595441361
511	0.9857417646	0.08589480002
512	0.9856734913	0.08585027917
513	0.9856734913	0.08582473276
514	0.9855991571	0.08561511594
515	0.9858870432	0.08553513557
516	0.986068146	0.08536556425
517	0.9861749102	0.08522156547
518	0.9863064478	0.08504255964
519	0.9863064478	0.08480877787
520	0.9861749102	0.08473898503
521	0.9863064478	0.08469261347
522	0.9863064478	0.08464425041
523	0.9863064478	0.08452422148
524	0.986462759	0.08444817752
525	0.9864319195	0.08434172753
526	0.9864814761	0.08431583026
527	0.9867046931	0.08420687517
528	0.9870668692	0.08373978568
529	0.9870668692	0.08365242587
530	0.9869601172	0.08352437743
531	0.9873546947	0.08347112811
532	0.9874862126	0.08337597651
533	0.9874862126	0.08332341547
534	0.9873944805	0.08321992357
535	0.9873944805	0.0831681741
536	0.9873944805	0.08306357569
537	0.9873697027	0.08296453266
538	0.9873697027	0.08287033218
539	0.9873697027	0.08282101777
540	0.9874627541	0.08278522959
541	0.9874627541	0.08274489214
542	0.9874379761	0.08264191012
543	0.9874379761	0.08257030786
544	0.9877009848	0.08251023248
545	0.9880557442	0.08247479762
546	0.9878994623	0.08240985269
547	0.9879677357	0.08239311791
548	0.9873251837	0.08222460238
549	0.9873251837	0.08217725587
550	0.9876762067	0.08198506066
551	0.9878324841	0.08190306044
552	0.9878610066	0.08171450099
553	0.9876377556	0.08163616998
554	0.9877940363	0.08156589583
555	0.9876625337	0.08141208261
556	0.9876377556	0.08131930342
557	0.9877940363	0.08123047333
558	0.9875955526	0.08106410849
559	0.9877518252	0.08090214723
560	0.9877270473	0.08072106124
561	0.9877270473	0.08069247876
562	0.9878585389	0.08061162423
563	0.9878585389	0.08042834225
564	0.9878585389	0.08013161008
565	0.9878585389	0.08006022206
566	0.988032786	0.07997425463
567	0.988032786	0.07987221064
568	0.9881890761	0.07980806728
569	0.9882138541	0.07970435046
570	0.9882138541	0.07961297003
571	0.9882138541	0.07948502449
572	0.988238632	0.07902647316
573	0.988238632	0.07899280568
574	0.988238632	0.07892984565
575	0.988238632	0.07890146327
576	0.988238632	0.0788611356
577	0.988238632	0.07878154477
578	0.988238632	0.0787028119
579	0.988238632	0.07865765337
580	0.9886180988	0.07844238863
581	0.9887743861	0.07833593146
582	0.9887248341	0.0782200909
583	0.9887248341	0.07817718296
584	0.9887248341	0.07794923921
585	0.9887248341	0.07788599537
586	0.988793094	0.07782692645
587	0.9887684195	0.07777596422
588	0.9886615827	0.07772374768
589	0.988793094	0.07760635683
590	0.9887496101	0.07757016028
591	0.9887496101	0.07749541713
592	0.9887496101	0.07743104709
593	0.988793094	0.07732279878
594	0.988793094	0.07720163821
595	0.9890163928	0.07713452633
596	0.9890163928	0.07660768489
597	0.9891589812	0.07642463601
598	0.9892767935	0.07614894997
599	0.9892767935	0.0760891216
600	0.9891589812	0.07592009259
601	0.9891589812	0.07588786946
602	0.9891837572	0.07565432765
603	0.9891837572	0.07560525151
604	0.9892085331	0.07552448479
605	0.9892083548	0.07540668006
606	0.9891835771	0.07527741743
607	0.9892518374	0.07522755028
608	0.9892518374	0.0751992173
609	0.9891450999	0.07507258594
610	0.9890085789	0.07487131934
611	0.9890333565	0.07465010004
612	0.9890333565	0.07458854162
613	0.9890333565	0.0745349669
614	0.9890333565	0.07451171921
615	0.9891896494	0.0744645299
616	0.9891648719	0.0744040628
617	0.9891648719	0.07435850535
618	0.9892963847	0.07421454485
619	0.9892963847	0.07409278815
620	0.9893646453	0.07404845473
621	0.9893398676	0.0738314213
622	0.9893646453	0.0738256057
623	0.9894961556	0.07375952253
624	0.989602886	0.07349203305
625	0.989602886	0.07345956652
626	0.9895396384	0.07341599948
627	0.9895396384	0.07339724674
628	0.9895396384	0.07337603654
629	0.9898026523	0.07318987788
630	0.9898026523	0.07314660099
631	0.9896711465	0.0730595722
632	0.9896711465	0.0730212672
633	0.9896711465	0.07296400598
634	0.9896711465	0.07290969411
635	0.9896711465	0.07284466323
636	0.9897207019	0.07276173608
637	0.98982743	0.07256488624
638	0.98982743	0.07246466312
639	0.98982743	0.07231184074
640	0.98982743	0.07225657401
641	0.98982743	0.07215228039
642	0.9898769853	0.07210755015
643	0.9899452461	0.07206071865
644	0.9903000614	0.07181122903
645	0.9903000614	0.07177418533
646	0.9900767498	0.07171291301
647	0.9902082515	0.07157403603
648	0.9902084243	0.07137905986
649	0.9902084243	0.07124138563
650	0.9902084243	0.07107363764
651	0.9902143231	0.07095663478
652	0.9902391004	0.07078035709
653	0.9902391004	0.07072718882
654	0.9902391004	0.07069025095
655	0.9903706003	0.07049702491
656	0.9902391004	0.07040986123
657	0.9902391004	0.07026728556
658	0.9901075987	0.07018108121
659	0.9901819303	0.06983347865
660	0.9901075987	0.06976607339
661	0.9901075987	0.06973988886
662	0.9901571532	0.06969200474
663	0.9902751271	0.06958456549
664	0.9902751271	0.06957328645
665	0.9902751271	0.06951287134
666	0.9903740768	0.06935010645
667	0.9903740768	0.06933301734
668	0.9905055785	0.06907074785
669	0.9902425731	0.06899945265
670	0.9902425731	0.06894950629
671	0.9903740768	0.06872148198
672	0.9903988536	0.06860780254
673	0.9903988536	0.06855046788
674	0.9904237778	0.06853229772
675	0.9903990028	0.06843155371
676	0.9903990028	0.06840798885
677	0.9904237778	0.06831520542
678	0.9904237778	0.0682801711
679	0.9903990028	0.0682297838
680	0.9905305046	0.06810040924
681	0.9905305046	0.06802627683
682	0.9905552795	0.06795501181
683	0.9905057296	0.06785287426
684	0.9905057296	0.06779456166
685	0.9905057296	0.0677681388
686	0.9903742278	0.06765119831
687	0.9903742278	0.06758351938
688	0.9905057296	0.06744812202
689	0.9905057296	0.06730873938
690	0.9904809545	0.06697878334
691	0.9904809545	0.06691775737
692	0.9904809545	0.06687905726
693	0.9905057296	0.06678026307
694	0.9905057296	0.0667287741
695	0.9905057296	0.06664276081
696	0.9905057296	0.06661014401
697	0.9905057296	0.06646738909
698	0.9905057296	0.06645891506
699	0.9905057296	0.06640400022
700	0.9905057296	0.06599920257
701	0.9905305046	0.06591242631
702	0.9907538198	0.06576353678
703	0.9907538198	0.06569501979
704	0.9907538198	0.06564855516
705	0.9907538198	0.06562571177
706	0.9909771286	0.06550337846
707	0.9909771286	0.06543293241
708	0.9911086355	0.06536710581
709	0.9911086355	0.06529102827
710	0.9911334104	0.06521849495
711	0.9911334104	0.06517052897
712	0.9910838604	0.06488812495
713	0.9911718786	0.06456438193
714	0.9911966535	0.06445466957
715	0.9912649154	0.06442975862
716	0.9912649154	0.06441934466
717	0.9912649154	0.06440164307
718	0.9912649154	0.064238799
719	0.9912649154	0.06420522253
720	0.9912649154	0.06418319622
721	0.9912898396	0.06390599834
722	0.9912898396	0.06382110305
723	0.9912898396	0.06376893855
724	0.9912650665	0.06368724669
725	0.9912650665	0.06364282762
726	0.9912898396	0.0635977033
727	0.9912898396	0.06352321485
728	0.9912650665	0.06349379812
729	0.9912650665	0.06339505029
730	0.9912650665	0.06331638443
731	0.9912650665	0.0632914069
732	0.9911720316	0.06318978566
733	0.9913327541	0.06307635294
734	0.9912155201	0.06300215927
735	0.9913717966	0.06294874375
736	0.9913717966	0.06293659428
737	0.9914890309	0.06287866038
738	0.9914890309	0.06284090207
739	0.9914890309	0.06275916586
740	0.9914890309	0.06273846196
741	0.9914890309	0.06268519057
742	0.9914207829	0.06257234898
743	0.9914207829	0.06256390189
744	0.9914207829	0.0625159663
745	0.9914207829	0.06250484049
746	0.9914207829	0.06243890223
747	0.9914207829	0.06241202569
748	0.9913712368	0.0623845125
749	0.9914207829	0.06233648872
750	0.9911720316	0.06226917075
751	0.9914213428	0.06225416695
752	0.9915951093	0.06217777854
753	0.9917513871	0.06204371472
754	0.9917513871	0.06194540807
755	0.9916831253	0.06186261235
756	0.9916831253	0.0617737119
757	0.9918146284	0.06167780223
758	0.9918394014	0.06164796502
759	0.9918889472	0.06145417969
760	0.9918889472	0.06139790184
761	0.9918889472	0.06130008031
762	0.9918889472	0.06126748865
763	0.9916656284	0.06121592054
764	0.9917475813	0.06112082923
765	0.9917475813	0.06105402569
766	0.9917475813	0.06103784602
767	0.9917475813	0.06101511363
768	0.9917475813	0.06096483412
769	0.9917475813	0.06095267699
770	0.9917475813	0.06093280767
771	0.9917475813	0.06090092772
772	0.9917228083	0.06083660633
773	0.9918406162	0.06080588984
774	0.9918406162	0.06074873492
775	0.9917475813	0.06064838082
776	0.9918400578	0.06053016822
777	0.9918400578	0.06047424461
778	0.9918400578	0.06039214607
779	0.9921068994	0.06028301141
780	0.9921812184	0.0602447656
781	0.9921812184	0.06011303903
782	0.9921812184	0.06010035411
783	0.9922059913	0.06003694301
784	0.9922059913	0.05999351505
785	0.9922059913	0.05993725146
786	0.9922307641	0.05978479443
787	0.9922307641	0.05965239796
788	0.9922307641	0.05956422821
789	0.9921625158	0.05939783705
790	0.9921625158	0.05933878415
791	0.9921872885	0.05924189699
792	0.9921872885	0.05917667624
793	0.9923870377	0.05910521735
794	0.9923870377	0.05894113434
795	0.9924118104	0.05883841701
796	0.9924118104	0.05882029813
797	0.9924118104	0.05878717433
798	0.9924118104	0.05874337368
799	0.9924118104	0.05872978132
800	0.9925048316	0.05863615667
801	0.9925296043	0.05856366102
802	0.9924800589	0.05849738106
803	0.9926115585	0.05842139347
804	0.9926363312	0.05840926572
805	0.9926363312	0.05839012539
806	0.9926363312	0.05833043232
807	0.9925048316	0.05827810791
808	0.9925048316	0.05824375123
809	0.9925048316	0.05822274687
810	0.9925048316	0.05820597667
811	0.9925048316	0.05816534709
812	0.9926363312	0.0581319147
813	0.9927269246	0.05789139278
814	0.9928584853	0.05787128148
815	0.9928584853	0.05780987324
816	0.9928584853	0.05777737513
817	0.992883258	0.05774259507
818	0.992883258	0.05766544831
819	0.992883258	0.05765022948
820	0.992883258	0.05761623231
821	0.992883258	0.05756077258
822	0.992883258	0.05753782021
823	0.992883258	0.05750493451
824	0.992883258	0.05745254215
825	0.992883258	0.05742346322
826	0.992883258	0.05735563582
827	0.992883258	0.05729666762
828	0.9929080307	0.05724109081
829	0.9929080307	0.05714481213
830	0.992883258	0.05706401771
831	0.9929080307	0.05697037088
832	0.9929328033	0.05695334668
833	0.9929080307	0.05690028907
834	0.9926468705	0.05668687927
835	0.9926716431	0.05662081635
836	0.992579726	0.05640301542
837	0.9924482288	0.05634704013
838	0.992423327	0.05608339642
839	0.9925548243	0.05606207033
840	0.9925795986	0.05599799638
841	0.9925795986	0.05593912744
842	0.992604373	0.05587960855
843	0.9926291472	0.05582426915
844	0.9926291472	0.0557693099
845	0.992604373	0.05571206684
846	0.992604373	0.05570170453
847	0.992604373	0.0556860448
848	0.992604373	0.05563534582
849	0.992604373	0.05559536063
850	0.9925300498	0.05552443886
851	0.9925300498	0.05550205214
852	0.992684481	0.05534364934
853	0.992684481	0.05532236139
854	0.9926597065	0.05514753468
855	0.9926597065	0.05508749702
856	0.9927515645	0.05505655375
857	0.992776339	0.05498112828
858	0.992776339	0.05496099963
859	0.992776339	0.05494710476
860	0.9928011134	0.05493938657
861	0.9929575718	0.05491701234
862	0.9929575718	0.05489975724
863	0.9929575718	0.05486075
864	0.9928031997	0.05483218002
865	0.9928279837	0.05480509882
866	0.9929823558	0.05477091628
867	0.9929823558	0.05473427856
868	0.9929823558	0.05456746691
869	0.9929823558	0.0544595505
870	0.9929823558	0.05443284707
871	0.9929823558	0.05440861341
872	0.9930071397	0.05437687198
873	0.9930071397	0.05434034329
874	0.9930071397	0.05428503309
875	0.9930071397	0.05427733373
876	0.9930071397	0.05423690913
877	0.9930319236	0.05416009587
878	0.9930071397	0.05410770699
879	0.9930071397	0.0540971854
